Company_Name,Website,Phone_Number,Yelp_Listing
Copper Branch,eatcopperbranch.com,(403) 230-2499,https://www.yelp.com/biz/copper-branch-calgary-4?osq=Restaurants
Sidewalk Citizen Bakery,sidewalkcitizenbakery.com,(403) 460-9065,https://www.yelp.com/biz/sidewalk-citizen-bakery-calgary?osq=Restaurants
Quesada Burritos & Tacos,quesada.ca,(403) 452-7476,https://www.yelp.com/biz/quesada-burritos-and-tacos-calgary-9?osq=Restaurants
Dark Table,darktable.ca,(403) 287-1427,https://www.yelp.com/biz/dark-table-calgary?osq=Restaurants
Kam Han Szechuan House North,kamhan.ca,(403) 264-6030,https://www.yelp.com/biz/kam-han-szechuan-house-north-calgary?osq=Restaurants
Copper Branch,eatcopperbranch.com,(403) 232-1178,https://www.yelp.com/biz/copper-branch-calgary?osq=Restaurants
LOCAL 8th Ave,localon8thave.com,(403) 264-7808,https://www.yelp.com/biz/local-8th-ave-calgary?osq=Restaurants
Dirtbelly,dirtbelly.com,(403) 452-3340,https://www.yelp.com/biz/dirtbelly-calgary?osq=Restaurants
Chili Club Thai House,chiliclub.ca,(403) 217-8862,https://www.yelp.com/biz/chili-club-thai-house-calgary-3?osq=Restaurants
Ishtar Restaurant,ishtarrestaurant.ca,(403) 835-3778,https://www.yelp.com/biz/ishtar-restaurant-calgary?osq=Restaurants
Allora Everyday Italian,allorarestaurant.com,(403) 686-6731,https://www.yelp.com/biz/allora-everyday-italian-calgary?osq=Restaurants
Get Smoked Southern BBQ,,(403) 910-0288,https://www.yelp.com/biz/get-smoked-southern-bbq-calgary-2?osq=Restaurants
Mirchi Restaurant,,(403) 245-3663,https://www.yelp.com/biz/mirchi-restaurant-calgary?osq=Restaurants
Shibuya Izakaya,shibuya-izakaya-calgary.com,(403) 277-8823,https://www.yelp.com/biz/shibuya-izakaya-calgary?osq=Restaurants
Shokunin,shokuninyyc.ca,(403) 229-3444,https://www.yelp.com/biz/shokunin-calgary-3?osq=Restaurants
Salsita,salsita.ca,(403) 289-2202,https://www.yelp.com/biz/salsita-calgary?osq=Restaurants
Co Do Vietnamese Restaurant,,(403) 228-7798,https://www.yelp.com/biz/co-do-vietnamese-restaurant-calgary?osq=Restaurants
Van Son Vietnamese Cuisine,,(403) 276-9990,https://www.yelp.com/biz/van-son-vietnamese-cuisine-calgary?osq=Restaurants
Bennys Breakfast Bar,bennysbreakfastbar.ca,(403) 252-3443,https://www.yelp.com/biz/bennys-breakfast-bar-calgary?osq=Restaurants
Noodlebox,noodlebox.ca,(403) 453-3752,https://www.yelp.com/biz/noodlebox-calgary-2?osq=Restaurants
Shawarma and Falafel City,,(403) 452-4979,https://www.yelp.com/biz/shawarma-and-falafel-city-calgary?osq=Restaurants
Ssome Pocha,,(587) 353-6060,https://www.yelp.com/biz/ssome-pocha-calgary-2?osq=Restaurants
The Old Spaghetti Factory,oldspaghettifactory.ca,(403) 273-0250,https://www.yelp.com/biz/the-old-spaghetti-factory-calgary-2?osq=Restaurants
Golden Cactus Mexican Grill,goldencactus.ca,(403) 453-3807,https://www.yelp.com/biz/golden-cactus-mexican-grill-calgary?osq=Restaurants
Adobo Experience,,(587) 437-5147,https://www.yelp.com/biz/adobo-experience-calgary?osq=Restaurants
Yegna Ethiopian Cuisine,,,https://www.yelp.com/biz/yegna-ethiopian-cuisine-calgary?osq=Restaurants
Shawarma Palace,shawarma-palace.com,(403) 455-5544,https://www.yelp.com/biz/shawarma-palace-calgary-5?osq=Restaurants
UNA Pizza + Wine,unapizzeria.com,(403) 453-1183,https://www.yelp.com/biz/una-pizza-wine-calgary?osq=Restaurants
Shawarma Knight,shawarmaknight.com,(403) 244-3999,https://www.yelp.com/biz/shawarma-knight-calgary?osq=Restaurants
Bun Bo Hue Deli,,(403) 248-3030,https://www.yelp.com/biz/bun-bo-hue-deli-calgary?osq=Restaurants
Diner Deluxe,dinerdeluxe.com,(403) 276-5499,https://www.yelp.com/biz/diner-deluxe-calgary?osq=Restaurants
Point Sushi,,(403) 290-1118,https://www.yelp.com/biz/point-sushi-calgary-2?osq=Restaurants
Fatima Karahi Corner,fatimakarahicorner.com,(403) 280-0009,https://www.yelp.com/biz/fatima-karahi-corner-calgary?osq=Restaurants
K & B Noodle House,,(403) 276-3288,https://www.yelp.com/biz/k-and-b-noodle-house-calgary?osq=Restaurants
Rea's Italian Cucina,reasitaliancucina.com,(403) 230-7754,https://www.yelp.com/biz/reas-italian-cucina-calgary-2?osq=Restaurants
Pho Phuong VI Noodle House,PhuongViNoodleHouse.ca,(403) 234-8289,https://www.yelp.com/biz/pho-phuong-vi-noodle-house-calgary?osq=Restaurants
Lukes Central Library,,,https://www.yelp.com/biz/lukes-central-library-calgary?osq=Restaurants
Luubaan Restaurant,,(403) 452-2452,https://www.yelp.com/biz/luubaan-restaurant-calgary?osq=Restaurants
The Italian Store,italianstore.ca,(403) 275-3300,https://www.yelp.com/biz/the-italian-store-calgary?osq=Restaurants
Sushi Bar Zipang,zipang.ca,(403) 262-1888,https://www.yelp.com/biz/sushi-bar-zipang-calgary?osq=Restaurants
Saigon Rex Vietnamese Kitchen,saigonrex.ca,(825) 710-8881,https://www.yelp.com/biz/saigon-rex-vietnamese-kitchen-calgary?osq=Restaurants
De Thai Cuisine,dethaicuisine.com,(403) 705-2203,https://www.yelp.com/biz/de-thai-cuisine-calgary?osq=Restaurants
Garosu Korean Restaurant,garosukorean.com,(403) 699-9840,https://www.yelp.com/biz/garosu-korean-restaurant-calgary?osq=Restaurants
Blowers & Grafton,blowersgrafton.com,(403) 276-1770,https://www.yelp.com/biz/blowers-and-grafton-calgary?osq=Restaurants
Cinnamon Indian Cuisine & Bar,cinnamoncalgary.ca,(403) 290-1777,https://www.yelp.com/biz/cinnamon-indian-cuisine-and-bar-calgary?osq=Restaurants
Nick's Steak House & Pizza,nickssteakandpizza.com,(403) 282-9278,https://www.yelp.com/biz/nicks-steak-house-and-pizza-calgary-2?osq=Restaurants
Five Spice Kitchen,fivespicekitchenyyc.com,(403) 288-7832,https://www.yelp.com/biz/five-spice-kitchen-calgary?osq=Restaurants
North 51 Steakhouse,deltahotels.com/Hotels/Delta-C…,(403) 250-2609,https://www.yelp.com/biz/north-51-steakhouse-calgary?osq=Restaurants
The Wednesday Room,wednesdayroom.com,(403) 452-5080,https://www.yelp.com/biz/the-wednesday-room-calgary?osq=Restaurants
Chinese Cultural Centre Cuisine,chineseculturalcentrecuisine.c…,(403) 457-9988,https://www.yelp.com/biz/chinese-cultural-centre-cuisine-calgary?osq=Restaurants
King of Shawarma,,(403) 453-6745,https://www.yelp.com/biz/king-of-shawarma-calgary?osq=Restaurants
Franca's,francas.ca,(403) 277-0766,https://www.yelp.com/biz/francas-calgary-2?osq=Restaurants
Lucky Place Restaurant,,(403) 474-9000,https://www.yelp.com/biz/lucky-place-restaurant-calgary?osq=Restaurants
Marathon Ethiopian Restaurant,marathonethiopian.ca,(403) 283-6796,https://www.yelp.com/biz/marathon-ethiopian-restaurant-calgary?osq=Restaurants
Streats,streats.ca,(403) 251-3474,https://www.yelp.com/biz/streats-calgary?osq=Restaurants
Centennial Place,,(403) 206-6422,https://www.yelp.com/biz/centennial-place-calgary?osq=Restaurants
Cassis Bistro,thecassisbistro.ca,(403) 262-0036,https://www.yelp.com/biz/cassis-bistro-calgary-3?osq=Restaurants
Nupo,nupo.ca,(587) 353-1388,https://www.yelp.com/biz/nupo-calgary?osq=Restaurants
Golden Bell Bridgeland,goldenbell.ca,(403) 264-5575,https://www.yelp.com/biz/golden-bell-bridgeland-calgary?osq=Restaurants
Hose & Hound Neighborhood Pub,thehose.ca,(403) 234-0508,https://www.yelp.com/biz/hose-and-hound-neighborhood-pub-calgary?osq=Restaurants
Ricardo's Hideaway,ricardoshideaway.ca,(587) 349-2585,https://www.yelp.com/biz/ricardos-hideaway-calgary-3?osq=Restaurants
Yum Yum BBQ & Chicken,,(403) 286-0610,https://www.yelp.com/biz/yum-yum-bbq-and-chicken-calgary?osq=Restaurants
Eat At Will,eatatwill.ca,(587) 470-9222,https://www.yelp.com/biz/eat-at-will-calgary?osq=Restaurants
Austrian Canadian Cultural Centre,austrianclub.ca,(403) 250-9126,https://www.yelp.com/biz/austrian-canadian-cultural-centre-calgary?osq=Restaurants
Bubblemania Cafe,,(403) 277-9398,https://www.yelp.com/biz/bubblemania-cafe-calgary?osq=Restaurants
One Way Foods,,(403) 245-3111,https://www.yelp.com/biz/one-way-foods-calgary?osq=Restaurants
Zem Fast Food,,,https://www.yelp.com/biz/zem-fast-food-calgary?osq=Restaurants
Yakima Social Kitchen + Bar,marriott.com/hotels/hotel-info…,(587) 232-0538,https://www.yelp.com/biz/yakima-social-kitchen-bar-calgary?osq=Restaurants
Alberta King of Subs,alberta-king-of-subs.com,(403) 293-5809,https://www.yelp.com/biz/alberta-king-of-subs-calgary?osq=Restaurants
Frank's on Macleod,franksonmacleod.com,(403) 252-4365,https://www.yelp.com/biz/franks-on-macleod-calgary?osq=Restaurants
Carino,eatcarino.com,(403) 454-7668,https://www.yelp.com/biz/carino-calgary-2?osq=Restaurants
The Roti Hut,,(403) 272-1622,https://www.yelp.com/biz/the-roti-hut-calgary?osq=Restaurants
Velvet Cafe,velvetcafecalgary.ca,(403) 338-2087,https://www.yelp.com/biz/velvet-cafe-calgary-2?osq=Restaurants
Sultan's Tent,sultanstent.ca,(403) 244-2333,https://www.yelp.com/biz/sultans-tent-calgary?osq=Restaurants
Latin American Empanadas,,(403) 235-1646,https://www.yelp.com/biz/latin-american-empanadas-calgary?osq=Restaurants
Wise and Wright,wiseandwright.com,(403) 454-2987,https://www.yelp.com/biz/wise-and-wright-calgary?osq=Restaurants
Spot On Kitchen & Bar,spotoncalgary.com,(403) 240-3619,https://www.yelp.com/biz/spot-on-kitchen-and-bar-calgary?osq=Restaurants
Gorilla Whale,Full menu,(587) 356-2686,https://www.yelp.com/biz/gorilla-whale-calgary?osq=Restaurants
The Blues Can,thebluescan.com,(403) 262-2666,https://www.yelp.com/biz/the-blues-can-calgary?osq=Restaurants
Sushi Kimu,,(587) 293-9380,https://www.yelp.com/biz/sushi-kimu-calgary?osq=Restaurants
"Really, Really Long Table",citypalate.ca,,https://www.yelp.com/biz/really-really-long-table-calgary?osq=Restaurants
Taste Cafe,,(587) 535-8141,https://www.yelp.com/biz/taste-cafe-calgary-3?osq=Restaurants
Avenida Food Hall & Fresh Market,avenidamarket.ca,(587) 620-0219,https://www.yelp.com/biz/avenida-food-hall-and-fresh-market-calgary-2?osq=Restaurants
Spicy Hut,www3.telus.net/spicyhut,(403) 237-0830,https://www.yelp.com/biz/spicy-hut-calgary?osq=Restaurants
Barcelona Tavern,barcelonatavern.com,(403) 265-6555,https://www.yelp.com/biz/barcelona-tavern-calgary?osq=Restaurants
Puspa Restaurant,restaurantpuspa.com,(403) 282-6444,https://www.yelp.com/biz/puspa-restaurant-calgary?osq=Restaurants
Vic's Hong Kong Style Café,vicshongkong.com,(403) 237-7321,https://www.yelp.com/biz/vics-hong-kong-style-caf%C3%A9-calgary?osq=Restaurants
Shawarma Palace Montgomery,shawarma-palace.com,(403) 454-0094,https://www.yelp.com/biz/shawarma-palace-montgomery-calgary-2?osq=Restaurants
Yummy Dim Sum,,(403) 616-0908,https://www.yelp.com/biz/yummy-dim-sum-calgary?osq=Restaurants
Lemon Garden Restaurant,lemongarden.canadachinese.ca,(403) 249-3111,https://www.yelp.com/biz/lemon-garden-restaurant-calgary?osq=Restaurants
7 Seas Seafood & Grill Restaurant,7seasrestaurant.ca,(403) 252-8087,https://www.yelp.com/biz/7-seas-seafood-and-grill-restaurant-calgary?osq=Restaurants
Breadline,,,https://www.yelp.com/biz/breadline-calgary?osq=Restaurants
Singapore Sam's,singaporesams.com,(403) 234-8088,https://www.yelp.com/biz/singapore-sams-calgary-2?osq=Restaurants
Sabores Mexican Cuisine,sabores.ca,(587) 352-9099,https://www.yelp.com/biz/sabores-mexican-cuisine-calgary-2?osq=Restaurants
Clive Burger,cliveburger.com,(403) 229-9224,https://www.yelp.com/biz/clive-burger-calgary?osq=Restaurants
The Bro'Kin Yolk,brokinyolk.ca/signalhill,(403) 685-3316,https://www.yelp.com/biz/the-brokin-yolk-calgary-2?osq=Restaurants
Trio Restaurant & Cafe,triocafe.ca,(403) 800-8122,https://www.yelp.com/biz/trio-restaurant-and-cafe-calgary-4?osq=Restaurants
The Barley Mill,barleymillcalgary.com,(403) 290-1500,https://www.yelp.com/biz/the-barley-mill-calgary?osq=Restaurants
Rustic Sourdough Bakery,rusticsourdoughbakery.com,(403) 245-2113,https://www.yelp.com/biz/rustic-sourdough-bakery-calgary?osq=Restaurants
Courtyard Restaurant,,(403) 289-0241,https://www.yelp.com/biz/courtyard-restaurant-calgary?osq=Restaurants
Regrub Burger Bar,regrub.ca,(403) 475-2845,https://www.yelp.com/biz/regrub-burger-bar-calgary-2?osq=Restaurants
Rose Garden,,(403) 264-1988,https://www.yelp.com/biz/rose-garden-calgary?osq=Restaurants
Modern Steak,modernsteak.ca,(403) 670-6873,https://www.yelp.com/biz/modern-steak-calgary-2?osq=Restaurants
Ranahans,,,https://www.yelp.com/biz/ranahans-calgary?osq=Restaurants
Calcutta Cricket Club,calcuttacricketclub.com,(403) 719-1555,https://www.yelp.com/biz/calcutta-cricket-club-calgary?osq=Restaurants
Oxbow,kensingtonriversideinn.com,(403) 228-4442,https://www.yelp.com/biz/oxbow-calgary?osq=Restaurants
Poke & Sushi Burritos,po-ke.ca,(403) 455-6507,https://www.yelp.com/biz/poke-and-sushi-burritos-calgary?osq=Restaurants
Wow Chicken,,(403) 460-7557,https://www.yelp.com/biz/wow-chicken-calgary?osq=Restaurants
The Guild,theguildrestaurant.com,(403) 770-2313,https://www.yelp.com/biz/the-guild-calgary?osq=Restaurants
Buchanan's Chop House Whisky Bar,buchanans.ca,(403) 261-4646,https://www.yelp.com/biz/buchanans-chop-house-whisky-bar-calgary?osq=Restaurants
Good Earth Coffeehouse,goodearthcoffeehouse.com,(403) 992-9181,https://www.yelp.com/biz/good-earth-coffeehouse-calgary-6?osq=Restaurants
Vélo Café,velocafeyyc.com,(403) 685-4410,https://www.yelp.com/biz/v%C3%A9lo-caf%C3%A9-calgary?osq=Restaurants
Common Bond,commonbondyyc.com,(587) 349-1000,https://www.yelp.com/biz/common-bond-calgary-2?osq=Restaurants
The Keg Steakhouse + Bar - Calgary,kegsteakhouse.com,(403) 699-9843,https://www.yelp.com/biz/the-keg-steakhouse-bar-calgary-calgary?osq=Restaurants
Shef's Fiery Kitchen,shefsfierykitchen.com,(403) 918-7433,https://www.yelp.com/biz/shefs-fiery-kitchen-calgary-2?osq=Restaurants
Lotus Noodle House,,(403) 263-5828,https://www.yelp.com/biz/lotus-noodle-house-calgary?osq=Restaurants
La Brezza Restaurant & Cafe,labrezza.ca,(403) 262-6230,https://www.yelp.com/biz/la-brezza-restaurant-and-cafe-calgary?osq=Restaurants
Al-Qud's Kebab House & Cafe,,(403) 264-1945,https://www.yelp.com/biz/al-quds-kebab-house-and-cafe-calgary?osq=Restaurants
Red Lobster,redlobster.com,(403) 252-8818,https://www.yelp.com/biz/red-lobster-calgary?osq=Restaurants
Earls Kitchen + Bar,earls.ca,(403) 228-4141,https://www.yelp.com/biz/earls-kitchen-bar-calgary?osq=Restaurants
Saigon Thai Restaurant,saigonthai.org,(587) 353-5247,https://www.yelp.com/biz/saigon-thai-restaurant-calgary?osq=Restaurants
Shawarma Palace,shawarma-palace.com,(403) 273-5555,https://www.yelp.com/biz/shawarma-palace-calgary-4?osq=Restaurants
Mercato West,mercatowest.com,(403) 263-6996,https://www.yelp.com/biz/mercato-west-calgary?osq=Restaurants
Mucho Burrito Beltline,,(403) 474-5667,https://www.yelp.com/biz/mucho-burrito-beltline-calgary?osq=Restaurants
Saffron Fine Indian Takeout,saffrontakeout.ca,(403) 441-7700,https://www.yelp.com/biz/saffron-fine-indian-takeout-calgary?osq=Restaurants
Vintage Chophouse and Tavern,vintagechophouse.com,(403) 262-7262,https://www.yelp.com/biz/vintage-chophouse-and-tavern-calgary?osq=Restaurants
Donday,,(403) 718-0358,https://www.yelp.com/biz/donday-calgary?osq=Restaurants
Shawarma Barlow,shawarmabarlow.com,(403) 457-0480,https://www.yelp.com/biz/shawarma-barlow-calgary-2?osq=Restaurants
Next Door Wine Bar & Tapas,nextdoorwinebar.ca,(403) 255-1222,https://www.yelp.com/biz/next-door-wine-bar-and-tapas-calgary-2?osq=Restaurants
Kreta Souvlaki,kretasouvlaki.business.site,(403) 457-0040,https://www.yelp.com/biz/kreta-souvlaki-calgary?osq=Restaurants
Sauce Italian  Market,sauceitalianmarket.com,(403) 727-7627,https://www.yelp.com/biz/sauce-italian-market-calgary?osq=Restaurants
Rooftop Bar @ Simmons,rtbsimmons.ca,(403) 452-3115,https://www.yelp.com/biz/rooftop-bar-simmons-calgary?osq=Restaurants
Hearts Choices Cafe Market,heartschoices.com,(403) 276-2163,https://www.yelp.com/biz/hearts-choices-cafe-market-calgary-2?osq=Restaurants
Moxie's Grill & Bar,moxies.ca,(403) 234-7507,https://www.yelp.com/biz/moxies-grill-and-bar-calgary-2?osq=Restaurants
The Place Steakhouse,theplacerestaurant.ca,(403) 288-7608,https://www.yelp.com/biz/the-place-steakhouse-calgary-2?osq=Restaurants
Pinoy Filipino Kitchen,,,https://www.yelp.com/biz/pinoy-filipino-kitchen-calgary?osq=Restaurants
Muku Japanese Noodle House,mukujapaneseramen.ca,(403) 283-6555,https://www.yelp.com/biz/muku-japanese-noodle-house-calgary?osq=Restaurants
Teff N' Greens,teffngreens.ca,(587) 437-8333,https://www.yelp.com/biz/teff-n-greens-calgary?osq=Restaurants
Ambrosia Veggie House,ambrosiaveggie.com,(587) 350-8848,https://www.yelp.com/biz/ambrosia-veggie-house-calgary?osq=Restaurants
C B Drive Inn,,(403) 282-8188,https://www.yelp.com/biz/c-b-drive-inn-calgary?osq=Restaurants
Selkirk Grille,selkirkgrille.ca,(403) 268-8607,https://www.yelp.com/biz/selkirk-grille-calgary?osq=Restaurants
Sushi Party,sushipartyblog.wordpress.com,(587) 969-8399,https://www.yelp.com/biz/sushi-party-calgary?osq=Restaurants
Earls Kitchen + Bar,earls.ca,(403) 291-6700,https://www.yelp.com/biz/earls-kitchen-bar-calgary-7?osq=Restaurants
Kinjo Sushi,,(403) 452-8389,https://www.yelp.com/biz/kinjo-sushi-calgary-2?osq=Restaurants
Sunterra Quality Food Markets,sunterramarket.com,(403) 262-8240,https://www.yelp.com/biz/sunterra-quality-food-markets-calgary?osq=Restaurants
Taste of Calgary,tasteofcalgary.com,(403) 293-2888,https://www.yelp.com/biz/taste-of-calgary-calgary?osq=Restaurants
Vietnamese Beef Stew Noodle House,,(403) 220-0681,https://www.yelp.com/biz/vietnamese-beef-stew-noodle-house-calgary?osq=Restaurants
Azzurri Pizzeria,azzurripizzeria.ca,(403) 299-8774,https://www.yelp.com/biz/azzurri-pizzeria-calgary?osq=Restaurants
Tuk Tuk Thai,tuktukthai.com,(403) 453-0220,https://www.yelp.com/biz/tuk-tuk-thai-calgary-6?osq=Restaurants
Bulage Fujian Delicacy,,(403) 277-9933,https://www.yelp.com/biz/bulage-fujian-delicacy-calgary?osq=Restaurants
Meshi,meshicalgary.com,(587) 356-4788,https://www.yelp.com/biz/meshi-calgary-2?osq=Restaurants
Falafel King,falafelking.ca,(403) 269-5464,https://www.yelp.com/biz/falafel-king-calgary?osq=Restaurants
Buffet Yangtze,,(403) 275-3337,https://www.yelp.com/biz/buffet-yangtze-calgary?osq=Restaurants
Sushi Toki,sushitoki.ca,(403) 235-5055,https://www.yelp.com/biz/sushi-toki-calgary?osq=Restaurants
Savoy's South Indian Restaurant,savoyscalgary.com,(587) 623-7888,https://www.yelp.com/biz/savoys-south-indian-restaurant-calgary?osq=Restaurants
